X;Y;OBJECTID;src_geo;clc_quartier;clc_secteur;haut_tot;haut_tronc;tronc_diam;fk_arb_etat;vivant;fk_stadedev;fk_port;fk_pied;fk_situation;fk_revetement;commentaire_environnement;dte_plantation;age_estim;fk_prec_estim;clc_nbr_diag;dte_abattage;villeca;nom;GlobalID;feuillage;remarquable
1720320.108;8294619.356;1;Orthophoto;Quartier du Centre-Ville;Boulevard Richelieu;0;0;0;SUPPRIME;Non;;;;Alignement;Non;RAS;;0;;0;01/07/2015 02:00;VILLE;Non renseigne;{476EB2CE-1FD4-4F89-8162-79D75651225A};;Non
1720898.301;8293531.134;2;Orthophoto;Quartier du Centre-Ville;Boulevard Leon Blum;0;0;0;ABATTU;Non;;;;Alignement;Non;RAS;;0;;0;;VILLE;Non renseigne;{B5A9F630-92C5-4B8A-A934-0CABDA46085E};;Non
1720893.84;8293542.45;3;Orthophoto;Quartier du Centre-Ville;Boulevard Leon Blum;0;0;0;SUPPRIME;Non;;;;Alignement;Non;RAS;;0;;0;;VILLE;Non renseigne;{F5914EAD-05CD-4ADF-A7C9-55EFF91B2ABE};;Non
1720901.65;8293545.467;4;Orthophoto;Quartier du Centre-Ville;Boulevard Leon Blum;0;0;0;SUPPRIME;Non;;;;Alignement;Non;RAS;;0;;0;;VILLE;Non renseigne;{41168E06-B7C0-43CD-B8FE-7495B6E93AB5};;Non
1721089.065;8293619.339;5;Orthophoto;Quartier du Centre-Ville;Boulevard Leon Blum;0;0;0;ABATTU;Non;;;;Alignement;Non;RAS;;0;;0;;VILLE;Non renseigne;{4F0E4B12-4612-4F61-9911-43684831FD7D};;Non
1720078.139;8294129.205;6;Orthophoto;Quartier du Centre-Ville;Boulevard Henri Martin;0;0;0;ABATTU;Non;;;;Alignement;Non;RAS;;0;;0;;VILLE;Non renseigne;{C3715C70-1D63-4C1E-A017-C0656033DAA5};;Non
1720807.225;8293508.056;7;Orthophoto;Quartier du Centre-Ville;Boulevard Leon Blum;0;0;0;ABATTU;Non;;;;Alignement;Non;RAS;;0;;0;;VILLE;Non renseigne;{F397ECCB-36A9-4039-A311-CE5EFC99EB1E};;Non
1720077.265;8294122.862;8;Orthophoto;Quartier du Centre-Ville;Boulevard Henri Martin;0;0;0;SUPPRIME;Non;;;;Alignement;Non;RAS;;0;;0;01/07/2017 00:00;VILLE;Non renseigne;{05434A16-E9E1-4BE3-AD01-0EE14405EF86};;Non
1720076.328;8294116.006;9;Orthophoto;Quartier du Centre-Ville;Boulevard Henri Martin;0;0;0;SUPPRIME;Non;;;;Alignement;Non;RAS;;0;;0;01/07/2017 00:00;VILLE;Non renseigne;{140E8C80-724B-488D-9324-698AE2444A4B};;Non
1721095.646;8293514.737;10;Orthophoto;Quartier du Centre-Ville;Quai Gayant;6;2;37;EN PLACE;Oui;jeune;semi libre;gazon;Alignement;Non;RAS;;15;5;0;;VILLE;QUERUB;{B33346A7-0DE2-428E-A48D-4B231368284C};Feuillu;Non
1721028.56;8294944.197;11;Orthophoto;Quartier Remicourt;Boulevard Roosevelt;0;0;0;SUPPRIME;Non;;;;Alignement;Non;Fosse supprimee;;0;;0;;VILLE;Non renseigne;{36B90059-AC9B-437C-BE3B-9E6DE49CF869};;Non
1720198.547;8294496.708;12;Orthophoto;Quartier du Centre-Ville;Boulevard Richelieu;0;0;0;SUPPRIME;Non;;;;Alignement;Non;RAS;;0;;0;;VILLE;Non renseigne;{1E55EDD9-4D3A-40C0-9788-31864D50E8C9};;Non
1720067.844;8294056.024;13;Orthophoto;Quartier du Centre-Ville;Boulevard Henri Martin;0;0;0;Essouche;Non;;;;Alignement;Non;RAS;;0;;0;;VILLE;Non renseigne;{F07B1C31-7F3C-4822-BE9F-2A6D27000AB0};;Non
1719614.154;8294268.684;14;Orthophoto;Quartier Saint-Martin - Oestres;Rue Alexandre Dumas;0;0;0;ABATTU;Non;;;;Alignement;Non;RAS;;0;;0;;VILLE;Non renseigne;{C43750F6-3B77-4202-B4D3-EFD79C4026CC};;Non
1720066.917;8294050.052;15;Orthophoto;Quartier du Centre-Ville;Boulevard Henri Martin;0;0;0;Essouche;Non;;;;Alignement;Non;RAS;;0;;0;;VILLE;Non renseigne;{8860C160-147C-4DBC-8DE8-431EE7B6F230};;Non
1720065.297;8294038.263;16;Orthophoto;Quartier du Centre-Ville;Boulevard Henri Martin;0;0;0;Essouche;Non;;;;Alignement;Non;RAS;;0;;0;;VILLE;Non renseigne;{DA116259-DA09-4CF6-8344-F761FC54DD78};;Non
1720064.343;8294032.151;17;Orthophoto;Quartier du Centre-Ville;Boulevard Henri Martin;0;0;0;Essouche;Non;;;;Alignement;Non;RAS;;0;;0;;VILLE;Non renseigne;{EF84C57B-03D7-4291-B456-33AC46DA5F6D};;Non
1720093.382;8294140.413;18;Orthophoto;Quartier du Centre-Ville;Boulevard Henri Martin;0;0;0;ABATTU;Non;;;;Alignement;Non;RAS;;0;;0;;VILLE;Non renseigne;{10EA40B1-BFE4-49DA-9BA6-7745F1ED4B8F};;Non
1720094.128;8294145.871;19;Orthophoto;Quartier du Centre-Ville;Boulevard Henri Martin;0;0;0;ABATTU;Non;;;;Alignement;Non;RAS;;0;;0;;VILLE;Non renseigne;{B618A46F-B40D-4673-9083-AF9AC700F0E6};;Non
1719828.358;8294304.959;20;Orthophoto;Quartier Saint-Jean;Rue Demoustier;0;0;0;Non essouche;Non;;;fosse arbre;Alignement;Oui;RAS;;15;10;0;;VILLE;Non renseigne;{ED071576-B251-4951-BC4F-AC96A3CC587E};;Non
1719656.954;8295835.015;21;Orthophoto;Quartier du Vermandois;Stade Cepy;13;1;160;EN PLACE;Oui;adulte;semi libre;gazon;Groupe;Non;RAS;;50;10;0;;VILLE;PINNIGnig;{668FEFC7-0667-4FFA-AE55-C82861EDFC0B};Conifere;Non
1720792.128;8293959.926;22;Orthophoto;Quartier du Centre-Ville;Rue Villebois Mareuil;12;3;116;REMPLACE;Non;adulte;semi libre;gazon;Alignement;Non;RAS;;30;10;0;01/01/2017 00:00;VILLE;ACEPSE;{D0017CEC-D346-4C95-A043-AD115B267089};Feuillu;Non
1720310.5;8294610.854;23;Orthophoto;Quartier du Centre-Ville;Boulevard Richelieu;0;0;0;SUPPRIME;Non;;;;Alignement;Non;RAS;;0;;0;01/07/2015 02:00;VILLE;Non renseigne;{B859EBAA-70A9-4144-AD88-B2905ED8CC3F};;Non
1720305.948;8294607.132;24;Orthophoto;Quartier du Centre-Ville;Boulevard Richelieu;0;0;0;SUPPRIME;Non;;;;Alignement;Non;RAS;;0;;0;01/07/2015 02:00;VILLE;Non renseigne;{F508C80D-C478-4C71-951B-C69CDF7C9994};;Non
1721742.489;8295883.969;25;Orthophoto;Quartier de l'Europe;Square des Marronniers;16;3;150;EN PLACE;Oui;adulte;semi libre;gazon;Groupe;Non;RAS;;50;2;0;;VILLE;ACEPLA;{9B347790-954E-4E86-AD09-382FC1F32B24};Feuillu;Non
1721863.358;8295513.886;26;Orthophoto;Quartier de l'Europe;Avenue Buffon;5;2;170;Essouche;Non;adulte;reduit;gazon;Isole;Non;RAS;;40;2;0;01/05/2018 00:00;VILLE;SALBAB;{D6AF7997-D4B3-405F-8C95-F93C4F41BE4A};Feuillu;Non
1721969.404;8295790.38;27;Orthophoto;Quartier de l'Europe;Rue Laplace;8;3;103;EN PLACE;Oui;adulte;reduit relache;fosse arbre;Alignement;Oui;RAS;;30;10;0;;VILLE;ACEPLA;{20282309-2260-4D29-B357-093D16210454};Feuillu;Non
1719514.2;8293219.324;28;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;6;3;100;EN PLACE;Oui;adulte;reduit;gazon;Alignement;Non;RAS;;50;10;1;;VILLE;TILCOR;{785DBBAD-00D8-4CBF-B1B5-3986FFBF8D47};Feuillu;Non
1719488.091;8293202.546;29;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;8;2;85;EN PLACE;Oui;adulte;reduit relache;Revetement non permeable;Alignement;Oui;RAS;;50;10;1;;VILLE;TILCOR;{64DDB4C3-26F6-401F-A28E-FC9985A449E9};Feuillu;Non
1719476.001;8293194.211;30;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;8;4;105;EN PLACE;Oui;adulte;reduit relache;Revetement non permeable;Alignement;Oui;RAS;;50;10;2;;VILLE;TILCOR;{29091143-4B0E-4F81-A480-F455CBAA5F52};Feuillu;Non
1719462.35;8293184.975;31;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;9;4;135;EN PLACE;Oui;adulte;reduit relache;gazon;Alignement;Non;RAS;;50;10;2;;VILLE;TILCOR;{0E165A9E-11AA-4D14-94B6-A24BE3C4D0E4};Feuillu;Non
1719449.573;8293176.454;32;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;9;4;121;EN PLACE;Oui;adulte;reduit relache;gazon;Alignement;Non;RAS;;50;10;2;;VILLE;TILCOR;{2E1FAB64-E198-4DBB-A571-818808B49F6D};Feuillu;Non
1719423.357;8293159.624;33;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;9;2;107;EN PLACE;Oui;adulte;reduit relache;gazon;Alignement;Non;RAS;;50;10;2;;VILLE;TILCOR;{A43939E9-4200-454E-91D9-5A7C61916936};Feuillu;Non
1719408.608;8293148.854;34;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;9;5;125;EN PLACE;Oui;adulte;reduit relache;fosse arbre;Alignement;Oui;RAS;;50;10;2;;VILLE;TILCOR;{C09B4E8B-39CC-4233-A410-F4E18906C02D};Feuillu;Non
1719395.831;8293140.518;35;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;10;4;92;EN PLACE;Oui;adulte;reduit relache;Revetement non permeable;Alignement;Oui;RAS;;50;10;1;;VILLE;TILCOR;{A4AB81FC-636B-48AC-B2DE-4578BA836ED3};Feuillu;Non
1719369.655;8293122.021;36;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;10;5;150;EN PLACE;Oui;adulte;reduit relache;Revetement non permeable;Alignement;Oui;RAS;;50;10;1;;VILLE;TILCOR;{9044F3BD-7031-4894-AFF8-479616BE7838};Feuillu;Non
1719356.692;8293113.355;37;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;9;4;115;EN PLACE;Oui;adulte;reduit relache;Revetement non permeable;Alignement;Oui;RAS;;50;10;1;;VILLE;TILCOR;{680432AB-93BA-4C5B-AEA3-2F559D5AA495};Feuillu;Non
1719342.46;8293102.162;38;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;9;4;89;EN PLACE;Oui;adulte;reduit relache;Revetement non permeable;Alignement;Oui;RAS;;50;10;2;;VILLE;TILCOR;{B6B2CAF2-ADBE-46FD-ACFC-7E68E1EC6365};Feuillu;Non
1719328.571;8293093.456;39;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;9;2;110;EN PLACE;Oui;adulte;reduit relache;gazon;Alignement;Non;RAS;;50;10;2;;VILLE;TILCOR;{094F78F7-AB8B-4C76-A6C3-80CBAAA6DE68};Feuillu;Non
1719315.026;8293084.418;40;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;9;5;115;EN PLACE;Oui;adulte;reduit relache;gazon;Alignement;Non;RAS;;50;10;2;;VILLE;TILCOR;{9A4B6AFB-76DE-4262-9762-860DDAB9B3EB};Feuillu;Non
1719303.36;8293076.057;41;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;9;5;103;EN PLACE;Oui;adulte;reduit relache;gazon;Alignement;Non;RAS;;50;10;2;;VILLE;TILCOR;{7EA1313E-53AD-4F5C-90E3-84244E33B4C5};Feuillu;Non
1719289.26;8293066.239;42;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;10;5;145;EN PLACE;Oui;adulte;reduit relache;Revetement non permeable;Alignement;Oui;RAS;;50;10;3;;VILLE;TILCOR;{837FE6F6-70EA-4B6D-A5A4-508398B2B52B};Feuillu;Non
1719269.684;8293051.844;43;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;10;5;135;EN PLACE;Oui;adulte;reduit relache;Revetement non permeable;Alignement;Oui;RAS;;50;10;2;;VILLE;TILCOR;{489F586D-D9DC-4391-B73A-39B5BD95BE51};Feuillu;Non
1719246.139;8293035.332;44;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;7;4;115;EN PLACE;Oui;adulte;reduit;Revetement non permeable;Alignement;Oui;RAS;;50;10;1;;VILLE;TILCOR;{4FAFD17F-3E85-41CC-8DAB-B5A6B1180500};Feuillu;Non
1719233.892;8293026.6;45;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;7;4;137;EN PLACE;Oui;adulte;reduit;Revetement non permeable;Alignement;Oui;RAS;;50;10;1;;VILLE;TILCOR;{38C4D60D-99D0-4D9B-8091-AF461A5F7C51};Feuillu;Non
1719196.538;8293000.852;46;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;10;7;165;EN PLACE;Oui;adulte;reduit relache;Revetement non permeable;Alignement;Oui;RAS;;50;10;3;;VILLE;TILCOR;{B36B477C-ABAD-46C5-86F9-E9525156AA9E};Feuillu;Non
1719145.746;8292965.022;47;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;10;8;140;EN PLACE;Oui;adulte;reduit relache;Revetement non permeable;Alignement;Oui;RAS;;50;10;2;;VILLE;TILCOR;{4BA2AFEB-258C-4269-9167-FF2337B4FE41};Feuillu;Non
1719133.524;8292956.316;48;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;10;5;140;EN PLACE;Oui;adulte;reduit relache;Revetement non permeable;Alignement;Oui;RAS;;50;10;2;;VILLE;TILCOR;{788C3D79-6615-4C1F-A1CC-004A8B94AAA0};Feuillu;Non
1719024.98;8292878.783;49;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;10;4;160;EN PLACE;Oui;adulte;reduit relache;gazon;Alignement;Non;RAS;;50;10;2;;VILLE;TILCOR;{32000B4E-6057-4E69-A827-002326AB4806};Feuillu;Non
1718998.711;8292861.344;50;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;10;4;140;EN PLACE;Oui;adulte;reduit relache;gazon;Alignement;Non;RAS;;50;10;2;;VILLE;TILCOR;{164947D0-BC43-4D89-BC4E-63C99A4CD146};Feuillu;Non
1718985.934;8292851.897;51;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;10;4;160;EN PLACE;Oui;adulte;reduit relache;gazon;Alignement;Non;RAS;;50;10;2;;VILLE;TILCOR;{66512AA8-06BF-4737-8575-7E57BD74059A};Feuillu;Non
1718972.76;8292841.71;52;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;10;5;163;EN PLACE;Oui;adulte;reduit relache;gazon;Alignement;Non;RAS;;50;10;2;;VILLE;TILCOR;{A7907BE8-148E-468D-AFD8-85A0C7336DD5};Feuillu;Non
1718948.448;8292824.43;53;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;10;4;139;EN PLACE;Oui;adulte;reduit relache;gazon;Alignement;Non;RAS;;50;10;2;;VILLE;TILCOR;{0B411821-58D6-427C-9221-466BA7979257};Feuillu;Non
1718909.111;8292797.862;54;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;10;4;165;EN PLACE;Oui;adulte;reduit relache;Revetement non permeable;Alignement;Oui;RAS;;50;10;2;;VILLE;TILCOR;{9F10E9AE-21DE-45C1-9AF3-A232A0940A28};Feuillu;Non
1718846.15;8292753.671;55;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;11;4;140;EN PLACE;Oui;adulte;reduit relache;Revetement non permeable;Alignement;Oui;RAS;;50;10;2;;VILLE;TILCOR;{88C0814E-0E1A-4412-BE4A-552F90D0018A};Feuillu;Non
1718807.001;8292726.313;56;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;11;3;142;EN PLACE;Oui;adulte;reduit relache;gazon;Alignement;Non;RAS;;50;10;2;;VILLE;TILCOR;{A568C107-FC57-4642-9C47-E210E6D6E3EA};Feuillu;Non
1718791.631;8292715.199;57;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;11;4;140;EN PLACE;Oui;adulte;reduit relache;Revetement non permeable;Alignement;Oui;RAS;;50;10;2;;VILLE;TILCOR;{9B8E12D0-9B4E-425A-916E-982CA62ABA13};Feuillu;Non
1718692.422;8292643.669;58;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;11;4;160;EN PLACE;Oui;adulte;reduit relache;gazon;Alignement;Non;RAS;;50;10;2;;VILLE;TILCOR;{AA0DA28C-582A-4A22-82BC-07AEDBA8FF53};Feuillu;Non
1718679.512;8292634.645;59;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;10;5;110;EN PLACE;Oui;adulte;reduit relache;gazon;Alignement;Non;RAS;;50;10;2;;VILLE;TILCOR;{C13F4FF8-0814-4D92-9AFA-F2B7BCD49AA6};Feuillu;Non
1718665.857;8292624.33;60;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;10;2;125;EN PLACE;Oui;adulte;reduit relache;gazon;Alignement;Non;RAS;;50;10;2;;VILLE;TILCOR;{8ADDD5D9-006C-4788-9871-7F5FA0380EBA};Feuillu;Non
1718655.6;8292616.873;61;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;9;2;138;EN PLACE;Oui;adulte;reduit relache;gazon;Alignement;Non;RAS;;50;10;2;;VILLE;TILCOR;{84652D9F-C484-4E08-ADB1-DA7147F4EF2F};Feuillu;Non
1718627.789;8292597.622;62;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;10;3;125;EN PLACE;Oui;adulte;reduit relache;gazon;Alignement;Non;RAS;;50;10;2;;VILLE;TILCOR;{FAAA8B5E-CA9E-454A-8A1D-87859ABA46A8};Feuillu;Non
1718608.596;8292583.66;63;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;10;2;115;EN PLACE;Oui;adulte;reduit relache;gazon;Alignement;Non;RAS;;50;10;2;;VILLE;TILCOR;{540EB45E-6008-4FBF-91B5-0F0EAA594BCA};Feuillu;Non
1718598.233;8292575.78;64;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;10;2;150;EN PLACE;Oui;adulte;reduit relache;gazon;Alignement;Non;RAS;;50;10;2;;VILLE;TILCOR;{B256C8E0-A462-4786-AC14-C62CD91FA227};Feuillu;Non
1718580.521;8292562.346;65;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;10;2;150;EN PLACE;Oui;adulte;reduit relache;Revetement non permeable;Alignement;Oui;RAS;;50;10;2;;VILLE;TILCOR;{0E5540AE-144A-4C85-869F-47C31772F344};Feuillu;Non
1718402.184;8292451.623;66;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;0;0;0;ABATTU;Non;;;;Alignement;Non;RAS;;0;;0;;VILLE;Non renseigne;{5F2A4322-4808-4598-9A79-6275908B8583};;Non
1718387.28;8292442.698;67;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;9;3;130;EN PLACE;Oui;adulte;reduit relache;gazon;Alignement;Non;RAS;;50;10;0;;VILLE;TILCOR;{887535FF-071D-466C-B9EC-9B1A6678F99B};Feuillu;Non
1718374.926;8292435.352;68;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;10;3;150;EN PLACE;Oui;adulte;reduit relache;gazon;Alignement;Non;RAS;;50;10;0;;VILLE;TILCOR;{E16802CC-2386-408C-B2B5-1ECAE92C4818};Feuillu;Non
1718362.628;8292428.616;69;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;0;0;0;ABATTU;Non;;;;Alignement;Non;RAS;;0;;0;;VILLE;Non renseigne;{FC9E7295-175A-4586-B991-4D36554A5646};;Non
1718352.686;8292422.583;70;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;9;2;130;EN PLACE;Oui;adulte;reduit relache;Revetement non permeable;Alignement;Oui;RAS;;50;10;0;;VILLE;TILCOR;{6DD9A5B3-D664-41AB-B07D-6514D5FB3CB1};Feuillu;Non
1718343.428;8292417.806;71;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;10;2;160;EN PLACE;Oui;adulte;reduit relache;Revetement non permeable;Alignement;Oui;RAS;;50;10;0;;VILLE;TILCOR;{D2FA3264-AADA-407B-9409-DD9A05514A57};Feuillu;Non
1718320.151;8292403.903;72;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;9;3;110;EN PLACE;Oui;adulte;reduit relache;Revetement non permeable;Alignement;Oui;RAS;;50;10;0;;VILLE;TILCOR;{CF31384B-08BF-48F5-8E62-1E8DE0350663};Feuillu;Non
1718312.167;8292399.319;73;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;9;2;110;EN PLACE;Oui;adulte;reduit relache;Revetement non permeable;Alignement;Oui;RAS;;50;10;0;;VILLE;TILCOR;{B2D290AC-7D62-4FA5-8522-87E476ACA32F};Feuillu;Non
1718292.184;8292387.846;74;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;9;2;145;EN PLACE;Oui;adulte;reduit relache;Revetement non permeable;Alignement;Oui;RAS;;50;10;0;;VILLE;TILCOR;{1B00B908-D6AB-483E-9327-5C1148893DF9};Feuillu;Non
1718279.913;8292380.801;75;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;9;2;105;EN PLACE;Oui;adulte;reduit relache;gazon;Alignement;Non;RAS;;50;10;0;;VILLE;TILCOR;{3C05C360-01F8-40D4-B558-4B20F06AFD32};Feuillu;Non
1718272.177;8292376.359;76;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;9;2;120;EN PLACE;Oui;adulte;reduit relache;gazon;Alignement;Non;RAS;;50;10;0;;VILLE;TILCOR;{9000637D-92C8-4899-97E8-4F86997DE290};Feuillu;Non
1718261.662;8292370.322;77;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;9;2;140;EN PLACE;Oui;adulte;reduit relache;gazon;Alignement;Non;RAS;;50;10;0;;VILLE;TILCOR;{73295C32-ECF8-49C5-ABEE-02870F4491E2};Feuillu;Non
1718252.285;8292364.938;78;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;9;2;140;EN PLACE;Oui;adulte;reduit relache;gazon;Alignement;Non;RAS;;50;10;0;;VILLE;TILCOR;{53EDA7A9-4C91-437F-A063-EFED27498EF9};Feuillu;Non
1718241.599;8292358.643;79;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;9;3;115;EN PLACE;Oui;adulte;reduit relache;Revetement non permeable;Alignement;Oui;RAS;;50;10;0;;VILLE;TILCOR;{945BB6CA-0E4F-4307-906F-A1DE85CDFE86};Feuillu;Non
1718231.6;8292353.062;80;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;9;2;110;EN PLACE;Oui;adulte;reduit relache;Revetement non permeable;Alignement;Oui;RAS;;50;10;0;;VILLE;TILCOR;{D15BA17A-7C50-4C50-873C-EAE6628CCF50};Feuillu;Non
1718221.253;8292347.121;81;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;10;2;140;EN PLACE;Oui;adulte;reduit relache;Revetement non permeable;Alignement;Oui;RAS;;50;10;0;;VILLE;TILCOR;{9DE862E5-B42B-484B-8C63-D26E96060E1C};Feuillu;Non
1718209.504;8292340.376;82;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;10;2;135;EN PLACE;Oui;adulte;reduit relache;Revetement non permeable;Alignement;Oui;RAS;;50;10;0;;VILLE;TILCOR;{6183F7B1-8637-4313-BE88-8D35D49FF715};Feuillu;Non
1718196.142;8292332.704;83;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;9;2;130;EN PLACE;Oui;adulte;reduit relache;gazon;Alignement;Non;RAS;;50;10;0;;VILLE;TILCOR;{E46EB93B-B05E-43E4-A286-CE39BD1DADAC};Feuillu;Non
1718161.72;8292312.377;84;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;9;2;140;EN PLACE;Oui;adulte;reduit relache;gazon;Alignement;Non;RAS;;50;10;0;;VILLE;TILCOR;{72681D66-B960-4702-B12C-89D71BFAF6D7};Feuillu;Non
1718139.816;8292300.523;85;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;9;2;110;EN PLACE;Oui;adulte;reduit relache;gazon;Alignement;Non;RAS;;50;10;0;;VILLE;TILCOR;{8DF5C835-34D6-485E-B201-E9EF81E33E41};Feuillu;Non
1718131.674;8292295.69;86;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;9;3;115;EN PLACE;Oui;adulte;reduit relache;gazon;Alignement;Non;RAS;;50;10;0;;VILLE;TILCOR;{2A3BF73E-466B-4FAA-9895-8017217BD518};Feuillu;Non
1718104.574;8292295.991;87;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;9;2;165;EN PLACE;Oui;adulte;reduit relache;gazon;Alignement;Non;RAS;;50;10;0;;VILLE;TILCOR;{B15C3EFA-4E1A-47EF-911A-F25EC1E2BE22};Feuillu;Non
1718112.928;8292300.513;88;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;9;2;115;EN PLACE;Oui;adulte;reduit relache;gazon;Alignement;Non;RAS;;50;10;0;;VILLE;TILCOR;{F4F4AB23-59AE-450D-94CB-630547E3EA79};Feuillu;Non
1718125.054;8292307.386;89;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;10;2;140;EN PLACE;Oui;adulte;reduit relache;gazon;Alignement;Non;RAS;;50;10;0;;VILLE;TILCOR;{0D7548E4-87B7-491C-A0C3-9B8ABB08B4D9};Feuillu;Non
1718147.063;8292319.573;90;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;10;2;130;EN PLACE;Oui;adulte;reduit relache;gazon;Alignement;Non;RAS;;50;10;0;;VILLE;TILCOR;{C037D230-E584-47AC-B742-76B2E465A50E};Feuillu;Non
1718168.462;8292332.046;91;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;0;0;0;ABATTU;Non;;;;Alignement;Non;RAS;;0;;0;;VILLE;Non renseigne;{C93C8C5A-870D-40EC-A51D-D4D33A1DCA54};;Non
1718189.505;8292344.591;92;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;9;2;110;EN PLACE;Oui;adulte;reduit relache;Revetement non permeable;Alignement;Oui;RAS;;50;10;0;;VILLE;TILCOR;{0F7D237F-AD16-4309-8682-CEFFE1F6DD61};Feuillu;Non
1718213.785;8292358.375;93;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;10;2;130;EN PLACE;Oui;adulte;reduit relache;gazon;Alignement;Non;RAS;;50;10;0;;VILLE;TILCOR;{4B2F8BFC-58B4-4F59-9F83-5CA7977BB373};Feuillu;Non
1718224.625;8292364.51;94;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;9;2;125;EN PLACE;Oui;adulte;reduit relache;gazon;Alignement;Non;RAS;;50;10;0;;VILLE;TILCOR;{4FC5FAEC-A556-4711-86A7-22527D26D218};Feuillu;Non
1718254.763;8292381.778;95;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;10;2;150;EN PLACE;Oui;adulte;reduit relache;gazon;Alignement;Non;RAS;;50;10;0;;VILLE;TILCOR;{7E27C277-E045-4A95-9C45-F1743101B416};Feuillu;Non
1718265.866;8292388.072;96;Orthophoto;Quartier Saint-Martin - Oestres;Rue de Paris;10;2;140;EN PLACE;Oui;adulte;reduit relache;gazon;Alignement;Non;RAS;;50;10;0;;VILLE;TILCOR;{C7BEF298-FDAC-42D1-85F8-431D16ED95AB};Feuillu;Non
