X;Y;OBJECTID;src_geo;clc_quartier;clc_secteur;haut_tot;haut_tronc;tronc_diam;fk_arb_etat;vivant;fk_stadedev;fk_port;fk_pied;fk_situation;fk_revetement;commentaire_environnement;dte_plantation;age_estim;fk_prec_estim;clc_nbr_diag;dte_abattage;villeca;nom;GlobalID;feuillage;remarquable
1720180.994;8293818.084;1615;Orthophoto;Quartier du Centre-Ville;Maison de la Petite enfance;5;2;40;SUPPRIME;Non;jeune;semi libre;Revetement non permeable;Groupe;Oui;RAS;;15;5;0;01/03/2017 00:00;VILLE;AMELAM;{A73EBC05-B72A-4410-AD5C-7D78D4A70C11};Feuillu;Non
1720179.026;8293812.349;1616;Orthophoto;Quartier du Centre-Ville;Maison de la Petite enfance;5;2;40;SUPPRIME;Non;jeune;semi libre;Revetement non permeable;Groupe;Oui;RAS;;15;5;0;01/03/2017 00:00;VILLE;AMELAM;{6C3CED31-FCA5-4AF6-AAB4-843D158BEC59};Feuillu;Non
1720185.394;8293814.33;1617;Orthophoto;Quartier du Centre-Ville;Maison de la Petite enfance;5;2;40;SUPPRIME;Non;jeune;semi libre;Revetement non permeable;Groupe;Oui;RAS;;15;5;0;01/03/2017 00:00;VILLE;AMELAM;{4BC7C196-9E59-4BB2-AB85-35415BE4B6BE};Feuillu;Non
1720207.848;8293819.23;1618;Orthophoto;Quartier du Centre-Ville;Maison de la Petite enfance;5;2;30;EN PLACE;Oui;jeune;semi libre;gazon;Groupe;Non;RAS;;15;5;0;;VILLE;AMELAM;{45239267-5778-450C-894F-93593B02151D};Feuillu;Non
1720207.207;8293814.443;1619;Orthophoto;Quartier du Centre-Ville;Maison de la Petite enfance;5;2;30;SUPPRIME;Non;jeune;semi libre;gazon;Groupe;Non;RAS;;15;5;0;01/03/2017 00:00;VILLE;AMELAM;{13B7EBAC-4821-4685-A873-E034849B98BD};Feuillu;Non
1720209.625;8293810.807;1620;Orthophoto;Quartier du Centre-Ville;Maison de la Petite enfance;6;1;35;EN PLACE;Oui;jeune;semi libre;gazon;Groupe;Non;RAS;;15;5;0;;VILLE;NOTANT;{B28A02B6-AF52-4717-80D9-272DB1328BD8};Feuillu;Non
1720210.033;8293816.315;1621;Orthophoto;Quartier du Centre-Ville;Maison de la Petite enfance;6;1;30;SUPPRIME;Non;jeune;semi libre;gazon;Groupe;Non;RAS;;15;5;0;01/08/2015 07:00;VILLE;NOTANT;{E192F0AA-2FB4-4247-9C31-0457889E5392};Feuillu;Non
1721293.817;8293606.98;1622;Orthophoto;Quartier du Centre-Ville;Quai Gayant;13;3;172;SUPPRIME;Non;adulte;semi libre;Revetement non permeable;Alignement;Oui;RAS;;80;20;0;01/09/2016 02:00;VILLE;SOPJAP;{731AA719-0892-4FF0-AF01-1F68A459554A};Feuillu;Non
1721289.368;8293602.363;1623;Orthophoto;Quartier du Centre-Ville;Quai Gayant;13;3;172;SUPPRIME;Non;adulte;semi libre;Revetement non permeable;Alignement;Oui;RAS;;80;20;0;01/09/2016 02:00;VILLE;SOPJAP;{784A3AC6-2E75-490C-97DC-3762616CA0A5};Feuillu;Non
1721284.696;8293597.689;1624;Orthophoto;Quartier du Centre-Ville;Quai Gayant;13;3;168;SUPPRIME;Non;adulte;semi libre;Revetement non permeable;Alignement;Oui;RAS;;80;20;0;01/09/2016 02:00;VILLE;SOPJAP;{7AC8FEB9-4E9D-46AA-9D52-9CD5F15B07D5};Feuillu;Non
1721280.408;8293593.758;1625;Orthophoto;Quartier du Centre-Ville;Quai Gayant;13;3;180;SUPPRIME;Non;adulte;semi libre;Revetement non permeable;Alignement;Oui;RAS;;80;20;0;01/09/2016 02:00;VILLE;SOPJAP;{AB4D653C-8DCE-4D07-8D04-24512BF5FD37};Feuillu;Non
1721275.726;8293590.048;1626;Orthophoto;Quartier du Centre-Ville;Quai Gayant;13;3;171;SUPPRIME;Non;adulte;semi libre;Revetement non permeable;Alignement;Oui;RAS;;80;20;0;01/09/2016 02:00;VILLE;SOPJAP;{0CF710CE-BA29-4959-9EFC-7EE05B226B79};Feuillu;Non
1721270.371;8293586.153;1627;Orthophoto;Quartier du Centre-Ville;Quai Gayant;13;4;180;SUPPRIME;Non;adulte;semi libre;Revetement non permeable;Alignement;Oui;RAS;;80;20;0;01/09/2016 02:00;VILLE;SOPJAP;{1357B93C-E300-4AED-BA93-5EF6485FE8E4};Feuillu;Non
1721264.94;8293582.687;1628;Orthophoto;Quartier du Centre-Ville;Quai Gayant;13;4;185;SUPPRIME;Non;adulte;semi libre;Revetement non permeable;Alignement;Oui;RAS;;80;20;0;01/09/2016 02:00;VILLE;SOPJAP;{90E9A461-E851-4474-B7CF-7BBF2935969B};Feuillu;Non
1721239.579;8293571.954;1629;Orthophoto;Quartier du Centre-Ville;Quai Gayant;5;2;33;EN PLACE;Oui;jeune;semi libre;gazon;Alignement;Non;RAS;;15;5;0;;VILLE;QUERUB;{96B74DE4-5171-4D43-A0A3-5B8F7E6629DE};Feuillu;Non
1721226.554;8293566.776;1630;Orthophoto;Quartier du Centre-Ville;Quai Gayant;5;2;35;EN PLACE;Oui;jeune;semi libre;gazon;Alignement;Non;RAS;;15;5;0;;VILLE;QUERUB;{799E1F4B-F72F-4C1F-BEEB-90E09046BAD8};Feuillu;Non
1721213.391;8293561.543;1631;Orthophoto;Quartier du Centre-Ville;Quai Gayant;5;2;26;EN PLACE;Oui;jeune;semi libre;gazon;Alignement;Non;RAS;;15;5;0;;VILLE;QUERUB;{016C8AC2-D84A-43E5-83F7-5A84BC22A6A4};Feuillu;Non
1721200.254;8293556.322;1632;Orthophoto;Quartier du Centre-Ville;Quai Gayant;5;2;35;EN PLACE;Oui;jeune;semi libre;gazon;Alignement;Non;RAS;;15;5;0;;VILLE;QUERUB;{E2532336-2DE3-4135-9AE9-E5A767303D48};Feuillu;Non
1721188.484;8293551.643;1633;Orthophoto;Quartier du Centre-Ville;Quai Gayant;5;2;33;EN PLACE;Oui;jeune;semi libre;gazon;Alignement;Non;RAS;;15;5;0;;VILLE;QUERUB;{BE38025D-F311-4295-BFE3-CB1D7468AB50};Feuillu;Non
1721174.756;8293546.185;1634;Orthophoto;Quartier du Centre-Ville;Quai Gayant;5;2;29;EN PLACE;Oui;jeune;semi libre;gazon;Alignement;Non;RAS;;15;5;0;;VILLE;QUERUB;{83906904-AAA1-433D-BAFB-829ED6338472};Feuillu;Non
1721148.622;8293535.797;1635;Orthophoto;Quartier du Centre-Ville;Quai Gayant;6;2;32;EN PLACE;Oui;jeune;semi libre;gazon;Alignement;Non;RAS;;15;5;0;;VILLE;QUERUB;{EE1E5917-89E3-4C48-88C5-E4B715FED75F};Feuillu;Non
1721135.452;8293530.494;1636;Orthophoto;Quartier du Centre-Ville;Quai Gayant;5;2;24;EN PLACE;Oui;jeune;semi libre;gazon;Alignement;Non;RAS;;15;5;0;;VILLE;QUERUB;{2D222771-BCB8-43D9-A8AB-978BA8F71420};Feuillu;Non
1721122.361;8293525.357;1637;Orthophoto;Quartier du Centre-Ville;Quai Gayant;6;2;34;EN PLACE;Oui;jeune;semi libre;gazon;Alignement;Non;RAS;;15;5;0;;VILLE;QUERUB;{94D3C09C-A911-4C09-8A9C-9FE38ED270B6};Feuillu;Non
1721109.146;8293520.104;1638;Orthophoto;Quartier du Centre-Ville;Quai Gayant;6;2;33;EN PLACE;Oui;jeune;semi libre;gazon;Alignement;Non;RAS;;15;5;0;;VILLE;QUERUB;{4E0D8931-4640-4173-A148-FD80AD7E396C};Feuillu;Non
1721083.014;8293509.716;1639;Orthophoto;Quartier du Centre-Ville;Quai Gayant;6;2;29;EN PLACE;Oui;jeune;semi libre;gazon;Alignement;Non;RAS;;15;5;0;;VILLE;QUERUB;{9BF5DE55-5F69-424C-BF50-759203572C69};Feuillu;Non
1720912.758;8294687.303;1640;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;4;102;EN PLACE;Oui;adulte;semi libre;Bande de terre;Alignement;Oui;RAS;;50;10;0;;VILLE;ROBPSE;{FB86D4BC-8187-4CEC-BED7-28AE2D81FC64};Feuillu;Non
1720545.954;8294814.139;1641;Orthophoto;Quartier du Centre-Ville;Boulevard Richelieu;5;2;45;EN PLACE;Oui;adulte;semi libre;fosse arbre;Alignement;Oui;RAS;;50;10;0;;VILLE;ACENEG;{45F758CB-AB01-4D98-ABB5-C59080232F9D};Feuillu;Non
1720909.378;8294692.259;1642;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;4;122;EN PLACE;Oui;adulte;semi libre;Bande de terre;Alignement;Oui;RAS;;50;10;0;;VILLE;ROBPSE;{3C3B960E-4D69-412A-8EE6-391B591BEA6D};Feuillu;Non
1720905.728;8294697.612;1643;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;4;108;EN PLACE;Oui;adulte;semi libre;Bande de terre;Alignement;Oui;RAS;;50;10;0;;VILLE;ROBPSE;{62AD3358-ADF6-4555-AC88-4CD71F5CFF51};Feuillu;Non
1720902.729;8294702.009;1644;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;4;93;EN PLACE;Oui;adulte;semi libre;Bande de terre;Alignement;Oui;RAS;;50;10;0;;VILLE;ROBPSE;{FA24836E-C1BC-435E-BD26-CF0C63C0F385};Feuillu;Non
1720899.802;8294706.301;1645;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;4;121;EN PLACE;Oui;adulte;semi libre;Bande de terre;Alignement;Oui;RAS;;50;10;0;;VILLE;ROBPSE;{3427EDFE-E94A-4CC8-B9A4-5DECB322A9CE};Feuillu;Non
1720874.771;8294741.047;1646;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;4;105;EN PLACE;Oui;adulte;semi libre;Bande de terre;Alignement;Oui;RAS;;50;10;0;;VILLE;ROBPSE;{3A2810D7-2BED-4004-BD12-60D510EDEB28};Feuillu;Non
1720863.517;8294757.615;1647;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;4;117;EN PLACE;Oui;adulte;semi libre;Bande de terre;Alignement;Oui;RAS;;50;10;0;;VILLE;ROBPSE;{C8DC19B9-57B2-4BCF-8518-A2BB839FD61D};Feuillu;Non
1720854.211;8294771.193;1648;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;5;126;EN PLACE;Oui;adulte;semi libre;Bande de terre;Alignement;Oui;RAS;;50;10;0;;VILLE;ROBPSE;{74946F84-26C0-4170-9536-00A4B93E376D};Feuillu;Non
1720836.561;8294797.221;1649;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;4;112;EN PLACE;Oui;adulte;semi libre;Revetement non permeable;Alignement;Oui;RAS;;50;10;0;;VILLE;ROBPSE;{E1355931-3BAA-4BEE-BE2E-000869A5246F};Feuillu;Non
1720827.973;8294809.436;1650;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;6;108;Essouche;Non;adulte;semi libre;fosse arbre;Alignement;Oui;RAS;;50;10;0;01/10/2016 02:00;VILLE;ROBPSE;{6C95088A-E3EF-4001-81F6-F08545E0D582};Feuillu;Non
1720821.54;8294819.098;1651;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;5;107;EN PLACE;Oui;adulte;semi libre;fosse arbre;Alignement;Oui;RAS;;50;10;0;;VILLE;ROBPSE;{1EDE2C80-1206-4D46-B3C1-5AA2EA37FD6B};Feuillu;Non
1720817.289;8294825.33;1652;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;5;117;EN PLACE;Oui;adulte;semi libre;fosse arbre;Alignement;Oui;RAS;;50;10;0;;VILLE;ROBPSE;{02778061-3D89-4C4F-9103-ECD86098B276};Feuillu;Non
1720812.634;8294832.156;1653;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;5;108;EN PLACE;Oui;adulte;semi libre;fosse arbre;Alignement;Oui;RAS;;50;10;0;;VILLE;ROBPSE;{BB01010B-6812-435D-9C7E-92C8359AF6FD};Feuillu;Non
1720797.94;8294858.202;1654;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;5;123;EN PLACE;Oui;adulte;semi libre;fosse arbre;Alignement;Oui;RAS;;50;10;0;;VILLE;ROBPSE;{76DC2A5A-2B36-41C4-9834-94C66EF229C3};Feuillu;Non
1720786.153;8294870.947;1655;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;4;143;EN PLACE;Oui;adulte;semi libre;fosse arbre;Alignement;Oui;RAS;;50;10;0;;VILLE;ROBPSE;{0EDC05F3-2311-465F-A4E9-457AA1D161A7};Feuillu;Non
1720772.845;8294877.343;1656;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;3;139;EN PLACE;Oui;adulte;semi libre;Bande de terre;Alignement;Oui;RAS;;50;10;0;;VILLE;ROBPSE;{72905299-A8FD-44A9-BEDC-21A8E41ECB1D};Feuillu;Non
1720777.767;8294870.126;1657;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;3;130;EN PLACE;Oui;adulte;semi libre;Bande de terre;Alignement;Oui;RAS;;50;10;0;;VILLE;ROBPSE;{4092D831-5AF1-42DB-A255-1F2776F3E9A3};Feuillu;Non
1720788.912;8294854.374;1658;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;4;121;EN PLACE;Oui;adulte;semi libre;fosse arbre;Alignement;Oui;RAS;;50;10;0;;VILLE;ROBPSE;{75262BF3-F547-449A-8CF1-3AFDC7DF51AA};Feuillu;Non
1720793.592;8294847.513;1659;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;4;131;EN PLACE;Oui;adulte;semi libre;fosse arbre;Alignement;Oui;RAS;;50;10;0;;VILLE;ROBPSE;{4E65C34A-F20E-40B8-92CC-351C14E293FA};Feuillu;Non
1720797.849;8294841.27;1660;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;3;111;EN PLACE;Oui;adulte;semi libre;fosse arbre;Alignement;Oui;RAS;;50;10;0;;VILLE;ROBPSE;{9B67D882-6F59-403C-A5F1-952302C14362};Feuillu;Non
1720809.395;8294823.788;1661;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;3;117;EN PLACE;Oui;adulte;semi libre;fosse arbre;Alignement;Oui;RAS;;50;10;0;;VILLE;ROBPSE;{D14CBDC2-88AF-4F0A-932F-A4B5FF5BDCD1};Feuillu;Non
1720079.985;8294141.617;1662;Orthophoto;Quartier du Centre-Ville;Boulevard Henri Martin;0;0;0;SUPPRIME;Non;;;;Alignement;Non;RAS;;0;;0;01/07/2017 00:00;VILLE;Non renseigne;{9832FFAE-44D7-4B8F-8206-4DC02C56086E};;Non
1720819.481;8294808.837;1663;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;3;112;EN PLACE;Oui;adulte;semi libre;Bande de terre;Alignement;Oui;RAS;;50;10;0;;VILLE;ROBPSE;{910F4758-7054-4F5D-913E-CE22A45A99F6};Feuillu;Non
1720822.314;8294804.683;1664;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;4;96;EN PLACE;Oui;adulte;semi libre;Bande de terre;Alignement;Oui;RAS;;50;10;0;;VILLE;ROBPSE;{88C6FB30-AC07-4308-9608-406FA6FFA642};Feuillu;Non
1720825.426;8294800.12;1665;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;3;123;EN PLACE;Oui;adulte;semi libre;Bande de terre;Alignement;Oui;RAS;;50;10;0;;VILLE;ROBPSE;{4930945D-B211-4B7B-A505-07F7372E4BD9};Feuillu;Non
1720838.441;8294781.198;1666;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;3;123;REMPLACE;Non;adulte;semi libre;fosse arbre;Alignement;Oui;RAS;;50;10;0;01/06/2016 02:00;VILLE;ROBPSE;{6DF3FB6F-D01B-4267-B44A-F425104A3566};Feuillu;Non
1720843.556;8294773.698;1667;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;4;133;EN PLACE;Oui;adulte;semi libre;fosse arbre;Alignement;Oui;RAS;;50;10;0;;VILLE;ROBPSE;{2FD4A4E2-6AEE-44C6-8576-9AE2CD2CF0C9};Feuillu;Non
1720855.491;8294756.266;1668;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;4;110;EN PLACE;Oui;adulte;semi libre;fosse arbre;Alignement;Oui;RAS;;50;10;0;;VILLE;ROBPSE;{F21F8CFC-6EDE-4E35-8802-66BC951D30E0};Feuillu;Non
1720864.056;8294743.005;1669;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;4;120;EN PLACE;Oui;adulte;semi libre;fosse arbre;Alignement;Oui;RAS;;50;10;0;;VILLE;ROBPSE;{C0B3E662-7C05-47B5-BBFC-EEB43A7FA708};Feuillu;Non
1720866.621;8294739.245;1670;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;3;111;EN PLACE;Oui;adulte;semi libre;fosse arbre;Alignement;Oui;RAS;;50;10;0;;VILLE;ROBPSE;{AF0FF342-65C5-4947-82E1-89F8BC92415B};Feuillu;Non
1720871.049;8294732.753;1671;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;3;126;EN PLACE;Oui;adulte;semi libre;fosse arbre;Alignement;Oui;RAS;;50;10;0;;VILLE;ROBPSE;{25595F23-CF11-4EC7-8937-2447B11C52DD};Feuillu;Non
1720879.936;8294721.103;1672;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;4;142;EN PLACE;Oui;adulte;semi libre;gazon;Alignement;Non;RAS;;50;10;0;;VILLE;ROBPSE;{5A324108-D8EE-43E0-82B4-BE3BFEAF64CE};Feuillu;Non
1720885.756;8294712.57;1673;Orthophoto;Quartier Remicourt;Rue de Baudreuil;6;2;46;EN PLACE;Oui;jeune;semi libre;fosse arbre;Alignement;Oui;RAS;;15;5;0;;VILLE;LIRTUL;{C21D5442-7124-462C-8B1F-495328D1B5E5};Feuillu;Non
1720887.788;8294709.59;1674;Orthophoto;Quartier Remicourt;Rue de Baudreuil;6;2;41;EN PLACE;Oui;jeune;semi libre;fosse arbre;Alignement;Oui;RAS;;15;5;0;;VILLE;LIRTUL;{19C052B1-B054-4404-917B-A97E75404ED2};Feuillu;Non
1720893.038;8294701.972;1675;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;3;115;EN PLACE;Oui;adulte;semi libre;Bande de terre;Alignement;Oui;RAS;;50;10;0;;VILLE;ROBPSE;{A3431F30-2E7A-4B3A-B851-D13BE84B83C6};Feuillu;Non
1720896.072;8294697.511;1676;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;3;109;EN PLACE;Oui;adulte;semi libre;Bande de terre;Alignement;Oui;RAS;;50;10;0;;VILLE;ROBPSE;{5EB54703-594F-41FB-9BF7-AA45467CDA10};Feuillu;Non
1720899.272;8294692.806;1677;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;3;100;EN PLACE;Oui;adulte;semi libre;Bande de terre;Alignement;Oui;RAS;;50;10;0;;VILLE;ROBPSE;{DBF69F70-3FA3-438D-9609-43D97523E11E};Feuillu;Non
1720902.859;8294687.531;1678;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;3;101;EN PLACE;Oui;adulte;semi libre;Bande de terre;Alignement;Oui;RAS;;50;10;0;;VILLE;ROBPSE;{E5D61370-3A36-4721-BC2B-116554F5B7D8};Feuillu;Non
1720906.157;8294682.682;1679;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;3;113;EN PLACE;Oui;adulte;semi libre;Bande de terre;Alignement;Oui;RAS;;50;10;0;;VILLE;ROBPSE;{80DA99C1-668F-4638-9732-C5A215484388};Feuillu;Non
1720909.493;8294677.777;1680;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;3;91;EN PLACE;Oui;adulte;semi libre;Bande de terre;Alignement;Oui;RAS;;50;10;0;;VILLE;ROBPSE;{DC6A77A7-F7DA-4441-BB75-9DE2FB83C7E7};Feuillu;Non
1720913.043;8294672.558;1681;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;3;114;Essouche;Non;adulte;semi libre;Bande de terre;Alignement;Oui;RAS;;50;10;0;;VILLE;ROBPSE;{4C813278-3929-4A1D-B5C4-00AF599AC03D};Feuillu;Non
1720915.856;8294668.086;1682;Orthophoto;Quartier Remicourt;Rue de Baudreuil;17;3;116;SUPPRIME;Non;adulte;semi libre;Bande de terre;Alignement;Oui;RAS;;50;10;0;01/09/2017 00:00;VILLE;ROBPSE;{6150C9AB-22BB-41C1-8D21-B15502E5D7B1};Feuillu;Non
1720926.515;8294652.037;1683;Orthophoto;Quartier Remicourt;Rue de Baudreuil;7;2;62;EN PLACE;Oui;jeune;semi libre;Bande de terre;Alignement;Oui;RAS;;20;5;0;;VILLE;LIRTUL;{D65F4CF7-BF98-476C-A3FC-30B412B6E13D};Feuillu;Non
1720931.641;8294644.489;1684;Orthophoto;Quartier Remicourt;Rue de Baudreuil;7;2;47;EN PLACE;Oui;jeune;semi libre;Bande de terre;Alignement;Oui;RAS;;20;5;0;;VILLE;LIRTUL;{91208515-0E88-404B-AFD2-7C2FEBE09DA9};Feuillu;Non
1720079.152;8294135.638;1685;Orthophoto;Quartier du Centre-Ville;Boulevard Henri Martin;0;0;0;SUPPRIME;Non;;;;Alignement;Non;RAS;;0;;0;01/07/2017 00:00;VILLE;Non renseigne;{675CF1A2-F2CD-4C17-83DC-7AF5B65D0867};;Non
1720936.805;8294636.886;1686;Orthophoto;Quartier Remicourt;Rue de Baudreuil;7;2;55;EN PLACE;Oui;jeune;semi libre;Bande de terre;Alignement;Oui;RAS;;20;5;0;;VILLE;LIRTUL;{2C2F65DC-86D1-43B1-B2F9-FF489C486066};Feuillu;Non
1720942.296;8294628.801;1687;Orthophoto;Quartier Remicourt;Rue de Baudreuil;7;2;55;EN PLACE;Oui;jeune;semi libre;Bande de terre;Alignement;Oui;RAS;;20;5;0;;VILLE;LIRTUL;{7D08CAAA-B074-4A83-9A96-F3A2BBEB54FA};Feuillu;Non
1720947.814;8294620.677;1688;Orthophoto;Quartier Remicourt;Rue de Baudreuil;7;2;58;EN PLACE;Oui;jeune;semi libre;Bande de terre;Alignement;Oui;RAS;;20;5;0;;VILLE;LIRTUL;{6C7338C3-1D84-4FCA-98BD-2335B4594461};Feuillu;Non
1720952.756;8294613.4;1689;Orthophoto;Quartier Remicourt;Rue de Baudreuil;7;2;58;EN PLACE;Oui;jeune;semi libre;Bande de terre;Alignement;Oui;RAS;;20;5;0;;VILLE;LIRTUL;{9F16E895-11F8-4EE5-9E63-E04F877CC6E1};Feuillu;Non
1720958.5;8294604.944;1690;Orthophoto;Quartier Remicourt;Rue de Baudreuil;7;2;65;EN PLACE;Oui;jeune;semi libre;Bande de terre;Alignement;Oui;RAS;;20;5;0;;VILLE;LIRTUL;{2D46DE03-9FD2-4CAA-9309-73AB683979C9};Feuillu;Non
1720963.725;8294596.727;1691;Orthophoto;Quartier Remicourt;Rue de Baudreuil;7;2;65;EN PLACE;Oui;jeune;semi libre;Bande de terre;Alignement;Oui;RAS;;20;5;0;;VILLE;LIRTUL;{E4DFD2AD-64CA-4D26-BBD8-FEC429294E85};Feuillu;Non
1720968.874;8294589.146;1692;Orthophoto;Quartier Remicourt;Rue de Baudreuil;7;2;47;EN PLACE;Oui;jeune;semi libre;Bande de terre;Alignement;Oui;RAS;;20;5;0;;VILLE;LIRTUL;{C1AC1244-A7B4-455E-8122-1CB820F231EE};Feuillu;Non
1720974.236;8294581.37;1693;Orthophoto;Quartier Remicourt;Rue de Baudreuil;7;2;56;EN PLACE;Oui;jeune;semi libre;Bande de terre;Alignement;Oui;RAS;;20;5;0;;VILLE;LIRTUL;{54A24897-06A8-40E1-9CC8-57990F4F60DD};Feuillu;Non
1720979.268;8294573.96;1694;Orthophoto;Quartier Remicourt;Rue de Baudreuil;7;2;60;EN PLACE;Oui;jeune;semi libre;Bande de terre;Alignement;Oui;RAS;;20;5;0;;VILLE;LIRTUL;{B0028652-8F4F-4A4C-9DAC-50AD96D7EFEE};Feuillu;Non
1720984.634;8294566.155;1695;Orthophoto;Quartier Remicourt;Rue de Baudreuil;7;2;62;EN PLACE;Oui;jeune;semi libre;Bande de terre;Alignement;Oui;RAS;;20;5;0;;VILLE;LIRTUL;{48F335DB-54F5-425B-8DD5-9010BD8EA48F};Feuillu;Non
1720989.907;8294558.391;1696;Orthophoto;Quartier Remicourt;Rue de Baudreuil;7;2;49;EN PLACE;Oui;jeune;semi libre;Bande de terre;Alignement;Oui;RAS;;20;5;0;;VILLE;LIRTUL;{A42106D4-A141-4849-AD1C-EECC4E77F3FD};Feuillu;Non
1720995.338;8294550.394;1697;Orthophoto;Quartier Remicourt;Rue de Baudreuil;7;2;56;EN PLACE;Oui;jeune;semi libre;Bande de terre;Alignement;Oui;RAS;;20;5;0;;VILLE;LIRTUL;{91AD481C-16DD-48DF-8FC1-00AE5B7C088E};Feuillu;Non
1721002.247;8294539.682;1698;Orthophoto;Quartier Remicourt;Rue de Baudreuil;7;2;68;EN PLACE;Oui;jeune;semi libre;Bande de terre;Alignement;Oui;RAS;;20;5;0;;VILLE;LIRTUL;{086C0A57-EE7A-4B34-B8CD-742B1388B09D};Feuillu;Non
1721007.302;8294532.24;1699;Orthophoto;Quartier Remicourt;Rue de Baudreuil;7;2;62;EN PLACE;Oui;jeune;semi libre;Bande de terre;Alignement;Oui;RAS;;20;5;0;;VILLE;LIRTUL;{9E8BFCC3-FAD0-4EE2-856B-15E0D3D49079};Feuillu;Non
1721012.706;8294524.282;1700;Orthophoto;Quartier Remicourt;Rue de Baudreuil;7;2;64;EN PLACE;Oui;jeune;semi libre;Bande de terre;Alignement;Oui;RAS;;20;5;0;;VILLE;LIRTUL;{68C46D6D-1515-4CA7-98BE-3B1B3ABE9CB0};Feuillu;Non
1721018.153;8294516.406;1701;Orthophoto;Quartier Remicourt;Rue de Baudreuil;7;2;56;EN PLACE;Oui;jeune;semi libre;Bande de terre;Alignement;Oui;RAS;;20;5;0;;VILLE;LIRTUL;{9B47ED7A-03A5-42F4-82C2-4C5AB4F84DBA};Feuillu;Non
1721023.539;8294508.476;1702;Orthophoto;Quartier Remicourt;Rue de Baudreuil;6;2;52;EN PLACE;Oui;jeune;semi libre;Bande de terre;Alignement;Oui;RAS;;20;5;0;;VILLE;LIRTUL;{DF8FD0C7-C2BE-491F-9ACA-06C8DA4199DA};Feuillu;Non
1721028.563;8294500.977;1703;Orthophoto;Quartier Remicourt;Rue de Baudreuil;7;2;60;EN PLACE;Oui;jeune;semi libre;Bande de terre;Alignement;Oui;RAS;;20;5;0;;VILLE;LIRTUL;{815753B4-3129-48AA-8EFB-050C749A9623};Feuillu;Non
1721034.382;8294492.289;1704;Orthophoto;Quartier Remicourt;Rue de Baudreuil;7;2;55;EN PLACE;Oui;jeune;semi libre;Bande de terre;Alignement;Oui;RAS;;20;5;0;;VILLE;LIRTUL;{E7A709C8-8689-427C-B5CD-88103883DA5A};Feuillu;Non
1721039.501;8294484.752;1705;Orthophoto;Quartier Remicourt;Rue de Baudreuil;7;2;57;EN PLACE;Oui;jeune;semi libre;Bande de terre;Alignement;Oui;RAS;;20;5;0;;VILLE;LIRTUL;{E9273731-2D25-4689-A0E1-822B4B8E1B55};Feuillu;Non
1721045.16;8294476.267;1706;Orthophoto;Quartier Remicourt;Rue de Baudreuil;7;2;58;EN PLACE;Oui;jeune;semi libre;Bande de terre;Alignement;Oui;RAS;;20;5;0;;VILLE;LIRTUL;{FF18B888-7DBE-4F0B-897C-23EF6BBAAAAB};Feuillu;Non
1721050.968;8294467.716;1707;Orthophoto;Quartier Remicourt;Rue de Baudreuil;7;2;66;EN PLACE;Oui;jeune;semi libre;Bande de terre;Alignement;Oui;RAS;;20;5;0;;VILLE;LIRTUL;{73D8BD0A-B188-4F19-A221-88E87B894B59};Feuillu;Non
